model_name,model_id,synonyms,model_type,growth_properties,doi,pmed,model_treatment,model_comments,msi_status,mutational_burden,ploidy,parent_id,mutation_data,methylation_data,expression_data,cnv_data,crispr_ko_data,drug_data,sample_id,tissue,tissue_status,cancer_type,cancer_type_detail,age_at_sampling,sampling_day,sampling_month,sampling_year,sample_treatment,sample_treatment_details,sample_site,tnm_t,tnm_n,tnm_m,tnm_integrated,tumour_grade,patient_id,species,gender,ethnicity,smoking_status,model_relations_comment,COSMIC_ID,BROAD_ID,CCLE_ID,RRID,suppliers
MCF7,SIDM00148,ssMCF-7;MCF7/WT;IBMF-7;MCF7-CTRL,Cell Line,Adherent,,,,,MSS,10.86666667,2.974326926,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00828,Breast,Metastasis,Breast Carcinoma,"('Invasive Ductal Carcinoma not Otherwise Specified  (C4194)',)",69,,,,Unknown,,Pleural Effusion,,,,,,SIDP00740,Homo Sapiens,Female,White,Unknown,KPL-1 has been shown by DNA fingerprinting to be cross-contaminated with cell line MCF-7 (DSMZ).,905946,ACH-000019,MCF7_BREAST,CVCL_0031,NCI:MCF7
MDA-MB-134-VI,SIDM00005,MDA-134;MM134,Cell Line,Adherent,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,SIDS00778,Breast,Metastasis,Breast Carcinoma,"('Ductal Breast Carcinoma  (C4017)',)",47,,,,Unknown,,Pleural Effusion,,,,,,SIDP00697,Homo Sapiens,Female,White,Unknown,,908119,ACH-000044,MDAMB134VI_BREAST,CVCL_0617,ATCC:HTB-23
MDA-MB-157,SIDM00529,MDA-157,Cell Line,Adherent,,,,,MSS,10.16666667,2.811749997,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00912,Breast,Metastasis,Breast Carcinoma,"('Breast Carcinoma  (C4872)',)",44,,,,Unknown,,Pleural effusion,,,,,,SIDP00815,Homo Sapiens,Female,Black,Unknown,,925338,ACH-000621,MDAMB157_BREAST,CVCL_0618,ECACC:92020422
MDA-MB-175-VII,SIDM00633,MDA-175,Cell Line,Semi-Adherent,,,,,MSS,10.2,3.627055354,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,SIDS00194,Breast,Metastasis,Breast Carcinoma,"('Invasive Ductal Carcinoma not Otherwise Specified  (C4194)',)",56,,,1973,Unknown,,Pleural effusion,,,,,,SIDP00157,Homo Sapiens,Female,Black,Unknown,,908120,ACH-000759,MDAMB175VII_BREAST,CVCL_1400,ATCC:HTB-25
MDA-MB-231,SIDM00146,MDA-231,Cell Line,Adherent,,,,,MSS,11.76666667,2.777281576,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00830,Breast,Metastasis,Breast Carcinoma,"('Breast Adenocarcinoma  (C5214)',)",51,,,,Unknown,,Pleural Effusion,,,,,,SIDP00741,Homo Sapiens,Female,White,Unknown,,905960,ACH-000768,MDAMB231_BREAST,CVCL_0062,NCI:MDA-MB-231
MDA-MB-330,SIDM00631,MDA-330,Cell Line,Adherent,,,,,MSS,8.766666667,3.989533431,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00196,Breast,Metastasis,Breast Carcinoma,"('Breast Carcinoma  (C4872)',)",43,,,,Unknown,,Pleural effusion,,,,,,SIDP00159,Homo Sapiens,Female,White,Unknown,,1330941,ACH-001358,MDAMB330_BREAST,CVCL_0619,ATCC:HTB-127
MDA-MB-361,SIDM00528,MDA-361,Cell Line,Adherent,,,,,MSS,30.56666667,2.654787781,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00913,Breast,Metastasis,Breast Carcinoma,"('Breast Adenocarcinoma  (C5214)',)",40,,,,Unknown,,Brain,,,,,,SIDP00816,Homo Sapiens,Female,White,Unknown,,908121,ACH-000934,MDAMB361_BREAST,CVCL_0620,ECACC:92020423
MDA-MB-415,SIDM00630,MDA-415,Cell Line,Adherent,,,,,MSS,9.5,2.875075664,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00197,Breast,Metastasis,Breast Carcinoma,"('Breast Adenocarcinoma  (C5214)',)",38,,,1975,Unknown,,Pleural effusion,,,,,,SIDP00160,Homo Sapiens,Female,White,Unknown,,924240,ACH-000876,MDAMB415_BREAST,CVCL_0621,ATCC:HTB-128
MDA-MB-435,SIDM00004,MDA-435,Cell Line,Unknown,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIDS00779,Skin,Unknown,Melanoma,"('Amelanotic Melanoma  (C3802)',)",,,,,Unknown,,Unknown,,,,,,SIDP00698,Homo Sapiens,Male,Unknown,Unknown,"MDA-MB-435 and its variant MDA-MB435S have been found to be cross contaminated with M14 (ICLAC, DOI: 10.1002/ijc.31067)",905988,,,CVCL_0417,NCI:MDA-MB-435
MDA-MB-435S,SIDM01222,,Cell Line,Unknown,,,,,,,,SIDM00004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00779,Skin,Unknown,Melanoma,"('Amelanotic Melanoma  (C3802)',)",,,,,Unknown,,Unknown,,,,,,SIDP00698,Homo Sapiens,Male,Unknown,Unknown,"MDA-MB-435 and its variant MDA-MB435S have been found to be cross contaminated with M14 (ICLAC, DOI: 10.1002/ijc.31067)",,ACH-000884,MDAMB435S_SKIN,CVCL_0622,ATCC:HTB-129
MDA-MB-436,SIDM00629,MDA-436,Cell Line,Adherent,,,,,MSS,9.5,2.973191208,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00198,Breast,Metastasis,Breast Carcinoma,"('Invasive Ductal Carcinoma not Otherwise Specified  (C4194)',)",43,,,,Unknown,,Pleural effusion,,,,,,SIDP00161,Homo Sapiens,Female,White,Unknown,,1240172,ACH-000573,MDAMB436_BREAST,CVCL_0623,ATCC:HTB-130
MDA-MB-453,SIDM00272,MDA-453,Cell Line,Adherent,10.1007/BF02616120,,,,MSS,21.9,4.199400705,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00686,Breast,Metastasis,Breast Carcinoma,"('Breast Adenocarcinoma  (C5214)',)",48,10,6,1976,Unknown,,Pericardial Effusion,,,,,,SIDP00613,Homo Sapiens,Female,White,Unknown,,908122,ACH-000910,MDAMB453_BREAST,CVCL_0418,RIKEN:RCB1192
MDA-MB-468,SIDM00628,MDA-468,Cell Line,Adherent,,,,,MSS,10.7,2.842148349,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00199,Breast,Metastasis,Breast Carcinoma,"('Breast Adenocarcinoma  (C5214)',)",51,,,1977,Unknown,,Pleural effusion,,,,,,SIDP00162,Homo Sapiens,Female,Black,Unknown,,908123,ACH-000849,MDAMB468_BREAST,CVCL_0419,ATCC:HTB-132
MDST8,SIDM00527,,Cell Line,Adherent,,,,,MSS,22.83333333,3.828247539,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00914,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Carcinoma  (C4910)',)",,,,,Unknown,,Unknown,,,,,,SIDP00817,Homo Sapiens,Unknown,Unknown,Unknown,,1240173,ACH-000935,MDST8_LARGE_INTESTINE,CVCL_2588,ECACC:99011801
ME-1,SIDM00338,,Cell Line,Suspension,,,,,MSS,9.766666667,2.032218908,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01103,Haematopoietic and Lymphoid,Tumour,Acute Myeloid Leukemia,"('Adult Acute Myeloid Leukemia  (C9154)',)",40,,,1988,Unknown,,Peripheral blood,,,,,,SIDP00992,Homo Sapiens,Male,East Asian,Unknown,,1330942,ACH-000439,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2110,DSMZ:ACC-537
ME-180,SIDM00627,,Cell Line,Adherent,,,,,MSS,6.266666667,2.673847913,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00200,Cervix,Metastasis,Cervical Carcinoma,"('Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma  (C27676)',)",66,,,,Unknown,,Omentum,,,,,,SIDP00163,Homo Sapiens,Female,White,Unknown,SF767 has been shown to be a derivative of ME-180 (PMID: 22570425).,687514,ACH-001359,ME180_CERVIX,CVCL_1401,ATCC:HTB-33
MEC-1,SIDM00001,,Cell Line,Unknown,http://dx.doi.org/10.1016/S0145-2126(98)00154-4,10071128,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,SIDS00001,Haematopoietic and Lymphoid,Tumour,Other Blood Carcinomas,"('Chronic Lymphocytic Leukemia  (C3163)',)",61,,,1993,Unknown,,Unknown,,,,,,SIDP00001,Homo Sapiens,Male,White,Unknown,MEC-1 and MEC-2 were both established from the same patient (PMID: 10071128).,1330943,ACH-000405,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1870,DSMZ:ACC-497
MEC-2,SIDM00827,,Cell Line,Unknown,http://dx.doi.org/10.1016/S0145-2126(98)00154-4,10071128,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,SIDS00002,Haematopoietic and Lymphoid,Tumour,Other Blood Carcinomas,"('Chronic Lymphocytic Leukemia  (C3163)',)",62,,,1994,Unknown,,Unknown,,,,,,SIDP00001,Homo Sapiens,Male,White,Unknown,MEC-1 and MEC-2 were both established from the same patient (PMID: 10071128).,1330944,ACH-001121,MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1871,DSMZ:ACC-500
MEG-01,SIDM00526,,Cell Line,Semi-Adherent,,,,,MSS,8.333333333,2.534788181,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00915,Haematopoietic and Lymphoid,Tumour,Chronic Myelogenous Leukemia,"('Chronic Myelogenous Leukemia  (C3174)',)",55,,,,Unknown,,Bone Marrow,,,,,,SIDP00818,Homo Sapiens,Male,Unknown,Unknown,,908126,ACH-000072,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0425,ECACC:94012401
MEL-HO,SIDM00337,,Cell Line,Adherent,,,,,MSS,7.433333333,3.130660915,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01104,Skin,Tumour,Melanoma,"('Melanoma  (C3224)',)",,,,1976,Unknown,,Unknown,,,,,,SIDP00993,Homo Sapiens,Female,Unknown,Unknown,,908124,ACH-000450,MELHO_SKIN,CVCL_1402,DSMZ:ACC-62
MEL-JUSO,SIDM00336,,Cell Line,Adherent,,,,,MSS,23.23333333,2.174800964,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01105,Skin,Tumour,Melanoma,"('Cutaneous Melanoma  (C3510)',)",58,,,1977,Unknown,,Unknown,,,,,,SIDP00994,Homo Sapiens,Female,Unknown,Unknown,,908125,ACH-000881,MELJUSO_SKIN,CVCL_1403,DSMZ:ACC-74
MES-SA,SIDM00625,,Cell Line,Adherent,,,,,MSS,10.63333333,1.880060431,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00202,Uterus,Tumour,Other Solid Carcinomas,"('Uterine Corpus Sarcoma  (C6339)',)",56,,,1980,Unknown,,Uterus,,,,,,SIDP00164,Homo Sapiens,Female,White,Unknown,"MES-SA-MX2 is a mitoxantrone resistant derivative of the human uterine sarcoma cell line MES-SA (ATCC).
MES-SADx-5 is a multi drug-resistant subclone of MES-SA (ECACC).",908127,ACH-000449,MESSA_SOFT_TISSUE,CVCL_1404,ATCC:CRL-1976
MES-SA-MX2,SIDM01239,,Cell Line,Adherent,,,Mitoxantrone,,,,,SIDM00625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00202,Uterus,Tumour,Other Solid Carcinomas,"('Uterine Corpus Sarcoma  (C6339)',)",56,,,1980,Unknown,,Uterus,,,,,,SIDP00164,Homo Sapiens,Female,White,Unknown,"MES-SA-MX2 is a mitoxantrone resistant derivative of the human uterine sarcoma cell line MES-SA (ATCC).
MES-SADx-5 is a multi drug-resistant subclone of MES-SA (ECACC).",,,,,ATCC:CRL-2274
MES-SADx-5,SIDM01225,,Cell Line,Adherent,,,Doxorubicin,,,,,SIDM00625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00202,Uterus,Tumour,Other Solid Carcinomas,"('Uterine Corpus Sarcoma  (C6339)',)",56,,,1980,Unknown,,Uterus,,,,,,SIDP00164,Homo Sapiens,Female,White,Unknown,"MES-SA-MX2 is a mitoxantrone resistant derivative of the human uterine sarcoma cell line MES-SA (ATCC).
MES-SADx-5 is a multi drug-resistant subclone of MES-SA (ECACC).",,,,,ECACC:95051031
MET-2B,SIDM00221,,Cell Line,Unknown,,,,,MSS,,3.61233569,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,SIDS00648,Skin,Unknown,Melanoma,"('Melanoma  (C3224)',)",,,,,Unknown,,Unknown,,,,,,SIDP00577,Homo Sapiens,Unknown,Unknown,Unknown,,1659787,ACH-002388,MET2B,,
Mewo,SIDM00545,Mevo;SK-MEL-MeWo;BI-Mel;EST50,Cell Line,Adherent,,,,,MSS,143.1666667,1.929835775,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01013,Skin,Metastasis,Melanoma,"('Melanoma  (C3224)',)",78,,,1974,Unknown,,Lymph node,,,,,,SIDP00907,Homo Sapiens,Male,White,Unknown,,908128,ACH-000987,MEWO_SKIN,CVCL_0445,JCRB:JCRB0066
MFE-280,SIDM00335,,Cell Line,Adherent,,,,,MSS,5.733333333,2.488717919,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01106,Endometrium,Tumour,Endometrial Carcinoma,"('Endometrial Adenocarcinoma  (C7359)',)",77,,,1990,Unknown,,Unknown,,,,,,SIDP00995,Homo Sapiens,Female,Unknown,Unknown,,908129,ACH-000192,MFE280_ENDOMETRIUM,CVCL_1405,DSMZ:ACC-410
MFE-296,SIDM00334,,Cell Line,Adherent,,,,,MSI,27.33333333,1.966792155,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01107,Endometrium,Tumour,Endometrial Carcinoma,"('Endometrial Adenocarcinoma  (C7359)',)",68,,,1991,Unknown,,Unknown,,,,,,SIDP00996,Homo Sapiens,Female,White,Unknown,,908130,ACH-000879,MFE296_ENDOMETRIUM,CVCL_1406,DSMZ:ACC-419
MFE-319,SIDM00333,,Cell Line,Adherent,,,,,MSI,138.3333333,1.931980783,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01108,Endometrium,Tumour,Endometrial Carcinoma,"('Adenosquamous Endometrial Carcinoma  (C114656)',)",81,,,1992,Unknown,,Unknown,,,,,,SIDP00997,Homo Sapiens,Female,Unknown,Unknown,,1240174,ACH-000988,MFE319_ENDOMETRIUM,CVCL_2112,DSMZ:ACC-423
MFH-ino,SIDM00299,,Cell Line,Adherent,,,,,MSS,10.6,2.755219796,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00687,Soft Tissue,Tumour,Other Solid Carcinomas,"('Malignant Fibrous Histiocytoma  (C4247)',)",,,,,Unknown,,Unknown,,,,,,SIDP00614,Homo Sapiens,Female,East Asian,Unknown,,925343,ACH-002271,MFHINO_SOFT_TISSUE,CVCL_1407,RIKEN:RCB0749
MFM-223,SIDM00332,,Cell Line,Adherent,,,,,MSS,8.666666667,2.505639065,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01109,Breast,Metastasis,Breast Carcinoma,"('Breast Carcinoma  (C4872)',)",,,,,None,,Pleural effusion,,,,,,SIDP00998,Homo Sapiens,Female,Unknown,Unknown,,910948,ACH-001819,MFM223_BREAST,CVCL_1408,DSMZ:ACC-422
MG-63,SIDM00525,,Cell Line,Adherent,,,,,MSS,7.033333333,3.034889576,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00916,Bone,Tumour,Osteosarcoma,"('Osteosarcoma  (C9145)',)",14,,,,Unknown,,Unknown,,,,,,SIDP00819,Homo Sapiens,Male,Unknown,Unknown,,908131,ACH-000359,MG63_BONE,CVCL_0426,ECACC:86051601
MHH-CALL-2,SIDM00331,,Cell Line,Suspension,,,,,MSS,1.9,2.111592763,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01110,Haematopoietic and Lymphoid,Tumour,B-Lymphoblastic Leukemia,"('Childhood Precursor B Lymphoblastic Leukemia  (C9140)',)",15,,,1993,None,,Peripheral blood,,,,,,SIDP00999,Homo Sapiens,Female,White,Unknown,,908132,ACH-000020,MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1409,DSMZ:ACC-341
MHH-CALL-4,SIDM00376,,Cell Line,Suspension,,,,,MSS,4.766666667,1.931649468,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,SIDS01111,Haematopoietic and Lymphoid,Tumour,B-Lymphoblastic Leukemia,"('Childhood Precursor B Lymphoblastic Leukemia  (C9140)',)",10,,,1993,None,,Peripheral blood,,,,,,SIDP01000,Homo Sapiens,Male,White,Unknown,,908133,ACH-000156,MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1410,DSMZ:ACC-337
MHH-ES-1,SIDM00386,,Cell Line,Adherent,,,,,MSS,6.8,4.283266557,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,SIDS01112,Bone,Metastasis,Ewing's Sarcoma,"('Ewing s Sarcoma  (C4817)',)",12,,,,Unknown,,Ascites,,,,,,SIDP01001,Homo Sapiens,Male,Other,Unknown,,908134,ACH-000391,MHHES1_BONE,CVCL_1411,DSMZ:ACC-167
MHH-NB-11,SIDM00387,,Cell Line,Adherent,,,,,MSS,4.033333333,2.395276855,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01113,Peripheral Nervous System,Metastasis,Neuroblastoma,"('Neuroblastoma  (C3270)',)",4,,,1986,Unknown,,Adrenal Tissue,,,,,,SIDP01002,Homo Sapiens,Male,White,Unknown,,908135,ACH-000078,MHHNB11_AUTONOMIC_GANGLIA,CVCL_1412,DSMZ:ACC-157
MHH-PREB-1,SIDM00388,,Cell Line,Suspension,,,,,MSI,63.26666667,1.985209663,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01114,Haematopoietic and Lymphoid,Tumour,B-Cell Non-Hodgkin's Lymphoma,"('B-Cell Non-Hodgkin s Lymphoma  (C3457)',)",5,,,1994,Unknown,,Lymph node,,,,,,SIDP01003,Homo Sapiens,Male,White,Unknown,,908136,ACH-002272,MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1413,DSMZ:ACC-354
MIA-PaCa-2,SIDM00505,,Cell Line,Semi-Adherent,,,,,MSS,8.533333333,2.760242905,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00917,Pancreas,Tumour,Pancreatic Carcinoma,"('Pancreatic Ductal Adenocarcinoma  (C9120)',)",65,,,,Unknown,,Unknown,,,,,,SIDP00820,Homo Sapiens,Male,White,Unknown,,724870,ACH-000601,MIAPACA2_PANCREAS,CVCL_0428,ECACC:85062806
MKN1,SIDM00271,,Cell Line,Adherent,,,,,MSS,9.733333333,2.982947781,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00688,Stomach,Metastasis,Gastric Carcinoma,"('Gastric Adenosquamous Carcinoma  (C5474)',)",72,,,,Unknown,,Lymph Node,,,,,,SIDP00615,Homo Sapiens,Male,East Asian,Unknown,,908138,ACH-000351,MKN1_STOMACH,CVCL_1415,RIKEN:RCB1003
MKN28,SIDM00260,,Cell Line,Adherent,,,,,MSS,11.73333333,4.22060909,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00689,Stomach,Metastasis,Gastric Carcinoma,"('Gastric Tubular Adenocarcinoma  (C5473)',)",37,,,,Unknown,,Liver,,,,,,SIDP00616,Homo Sapiens,Male,East Asian,Unknown,MKN28 has been shown to be a derivitive of MKN74 (JCRB & ICLAC).,908139,ACH-002161,MKN28_STOMACH,CVCL_1416,RIKEN:RCB1000
MKN45,SIDM00247,,Cell Line,Adherent,,,,,MSS,8.533333333,1.815010732,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00691,Stomach,Metastasis,Gastric Carcinoma,"('Gastric Adenocarcinoma  (C4004)',)",62,,,,Unknown,,liver,,,,,,SIDP00617,Homo Sapiens,Female,East Asian,Unknown,,925340,ACH-000356,MKN45_STOMACH,CVCL_0434,RIKEN:RCB1001
MKN7,SIDM00560,,Cell Line,Unknown,,,,,MSS,11,3.016773974,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01014,Stomach,Tumour,Gastric Carcinoma,"('Gastric Tubular Adenocarcinoma  (C5473)',)",,,,,Unknown,,Stomach,,,,,,SIDP00908,Homo Sapiens,Unknown,Unknown,Unknown,,924250,ACH-000678,MKN7_STOMACH,CVCL_1417,JCRB:JCRB1025
MKN74,SIDM00248,,Cell Line,Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00690,Stomach,Metastasis,Gastric Carcinoma,"('Gastric Tubular Adenocarcinoma  (C5473)',)",37,,,,Unknown,,Liver,,,,,,SIDP00616,Homo Sapiens,Male,East Asian,Unknown,MKN28 has been shown to be a derivitive of MKN74 (JCRB & ICLAC).,908140,ACH-000758,MKN74_STOMACH,CVCL_2791,RIKEN:JCRB0255
ML-1,SIDM00440,,Cell Line,Suspension,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,SIDS01117,Haematopoietic and Lymphoid,Tumour,Acute Myeloid Leukemia,"('Adult Acute Myeloid Leukemia  (C9154)',)",,,,1978,Unknown,,Peripheral blood,,,,,,SIDP01005,Homo Sapiens,Male,Unknown,Unknown,"The ML-1, ML-2, and ML-3 lines were all established from the peripheral blood samples obtained from the same patient with acute myeloid leukemia (PMID: 3458526).",,,,,ECACC:88113007
ML-1,SIDM00442,,Cell Line,Adherent,,,,,MSS,4.066666667,1.710747704,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01115,Thyroid,Tumour,Thyroid Gland Carcinoma,"('Follicular Thyroid Carcinoma  (C8054)',)",50,,,,Unknown,,Unknown,,,,,,SIDP01004,Homo Sapiens,Female,Unknown,Unknown,,1240178,ACH-000058,ML1_THYROID,CVCL_H525,DSMZ:ACC-464
ML-2,SIDM00441,,Cell Line,Suspension,,,,,MSS,5.5,1.97531568,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01116,Haematopoietic and Lymphoid,Tumour,Acute Myeloid Leukemia,"('Adult Acute Myeloid Leukemia  (C9154)',)",,,,1978,Unknown,,Peripheral blood,,,,,,SIDP01005,Homo Sapiens,Male,Unknown,Unknown,"The ML-1, ML-2, and ML-3 lines were all established from the peripheral blood samples obtained from the same patient with acute myeloid leukemia (PMID: 3458526).",908141,ACH-002273,ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1418,DSMZ:ACC-15
ML-3,SIDM00439,,Cell Line,Suspension,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS01118,Haematopoietic and Lymphoid,Tumour,Acute Myeloid Leukemia,"('Adult Acute Myeloid Leukemia  (C9154)',)",,,,1978,Unknown,,Peripheral blood,,,,,,SIDP01005,Homo Sapiens,Male,Unknown,Unknown,"The ML-1, ML-2, and ML-3 lines were all established from the peripheral blood samples obtained from the same patient with acute myeloid leukemia (PMID: 3458526).",,,,,Unknown:Unknown
MLMA,SIDM00561,,Cell Line,Unknown,,,,,MSS,11.63333333,2.018522633,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01015,Haematopoietic and Lymphoid,Tumour,Other Blood Carcinomas,"('Hairy Cell Leukemia  (C7402)',)",32,,,,Unknown,,Peritoneal effusion,,,,,,SIDP00909,Homo Sapiens,Female,East Asian,Unknown,,908142,ACH-002274,MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1419,JCRB:JCRB0146
MM1,SIDM00624,,Cell Line,Semi-Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00203,Haematopoietic and Lymphoid,Tumour,Plasma Cell Myeloma,"('Plasma Cell Myeloma  (C3242)',)",42,,,1986,Steroid,,Peripheral Blood,,,,,,SIDP00165,Homo Sapiens,Female,Black,Unknown,"MM1R is a dexamethasone resistant line derived from MM1. 
MM1S is a dexamethasone sensitive line derived from MM1 (ATCC).",,,,,unknown:unknown
MM1R,SIDM01264,,Cell Line,Semi-Adherent,,,Dexamethasone,,,,,SIDM00624,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00203,Haematopoietic and Lymphoid,Tumour,Plasma Cell Myeloma,"('Plasma Cell Myeloma  (C3242)',)",42,,,1986,Steroid,,Peripheral Blood,,,,,,SIDP00165,Homo Sapiens,Female,Black,Unknown,"MM1R is a dexamethasone resistant line derived from MM1. 
MM1S is a dexamethasone sensitive line derived from MM1 (ATCC).",,,,,ATCC:CRL-2975
MM1S,SIDM01265,,Cell Line,Semi-Adherent,,,,,MSS,9.666666667,1.938477495,SIDM00624,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00203,Haematopoietic and Lymphoid,Tumour,Plasma Cell Myeloma,"('Plasma Cell Myeloma  (C3242)',)",42,,,1986,Steroid,,Peripheral Blood,,,,,,SIDP00165,Homo Sapiens,Female,Black,Unknown,"MM1R is a dexamethasone resistant line derived from MM1. 
MM1S is a dexamethasone sensitive line derived from MM1 (ATCC).",1659818,ACH-000763,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_8792,ATCC:CRL-2974
MMAc,SIDM00246,,Cell Line,Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00692,Skin,Metastasis,Melanoma,"('Melanoma  (C3224)',)",39,,,,Unknown,,Ascites,,,,,,SIDP00618,Homo Sapiens,Female,East Asian,Unknown,MMAc-SF is a serum-free medium adapted version of the MMAc cell line (RIKEN).,,,,,RIKEN:RCB0808
MMAc-SF,SIDM01242,MMAc-Serum Free,Cell Line,Adherent,,,,,MSS,8.633333333,3.218324435,SIDM00246,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00692,Skin,Metastasis,Melanoma,"('Melanoma  (C3224)',)",39,,,,Unknown,,Ascites,,,,,,SIDP00618,Homo Sapiens,Female,East Asian,Unknown,MMAc-SF is a serum-free medium adapted version of the MMAc cell line (RIKEN).,925339,ACH-002162,MMACSF_SKIN,CVCL_1420,RIKEN:RCB1200
MN-60,SIDM00438,,Cell Line,Suspension,,,,,MSI,38.43333333,1.979442933,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01119,Haematopoietic and Lymphoid,Tumour,B-Lymphoblastic Leukemia,"('Precursor B Lymphoblastic Leukemia  (C8644)',)",20,,,1981,Unknown,,Peripheral blood,,,,,,SIDP01006,Homo Sapiens,Male,Unknown,Unknown,,908143,ACH-002275,MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1421,DSMZ:ACC-138
Mo-T,SIDM00623,,Cell Line,Suspension,,,,,MSS,4.333333333,1.961783963,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00204,Haematopoietic and Lymphoid,Tumour,Other Blood Carcinomas,"('Hairy Cell Leukemia  (C7402)',)",0,,,,Unknown,,Unknown,,,,,,SIDP00166,Homo Sapiens,Male,Unknown,Unknown,,908149,ACH-002339,MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1439,ATCC:CRL-8066
